id,title,rating,date,body,sentiment,category,satisfied,text
103,Très bonne application,5,2023-10-27 00:00:00+00:00,Très bonne application,Neutral,Uncategorized,1,Très bonne application Très bonne application
104,l 'échange avec le fournisseur a était…,5,,"l 'échange avec le fournisseur a était exemplaire ! 
très bon fournisseur , produit conforme a la description",Negative,Marketplace,1,"l 'échange avec le fournisseur a était… l 'échange avec le fournisseur a était exemplaire ! 
très bon fournisseur , produit conforme a la description"
105,tres serviable,5,2023-12-29 00:00:00+00:00,tres serviable,Neutral,Uncategorized,1,tres serviable tres serviable
106,J'ai commandé une batterie vélo de 48v…,1,2024-01-06 00:00:00+00:00,"J'ai commandé une batterie vélo de 48v que j'ai reçu beaucoup + tard que prévu et qui ne dépasse pas les 27.3 v, j'ai demandé à réexpédier l'article et...pas de nouvelle. C'est un site d'arnaque n'y allez pas.",Negative,Marketplace,0,"J'ai commandé une batterie vélo de 48v… J'ai commandé une batterie vélo de 48v que j'ai reçu beaucoup + tard que prévu et qui ne dépasse pas les 27.3 v, j'ai demandé à réexpédier l'article et...pas de nouvelle. C'est un site d'arnaque n'y allez pas."
107,Très bon service,5,,"Je suis très satisfaite par les services, livraisons sont rapides, communication est parfaite. Merci beaucoup!",Positive,Customer Service,1,"Très bon service Je suis très satisfaite par les services, livraisons sont rapides, communication est parfaite. Merci beaucoup!"
108,TOUT MON EXPERIENCE AVEC ALIBABA TRES,5,2022-10-13 00:00:00+00:00,TOUT MON EXPERIENCE AVEC ALIBABA TRES? TRES BIEN!,Neutral,Uncategorized,1,TOUT MON EXPERIENCE AVEC ALIBABA TRES TOUT MON EXPERIENCE AVEC ALIBABA TRES? TRES BIEN!
109,Que des voleurs rembourse jamais,1,2023-01-31 23:00:00+00:00,"Que des voleurs rembourse jamais
Colis souvent commander et jamais reçu par que la poste dit  livré, constaté et dépôt de plainte rien y fait , malhonnête Alibaba et Aliexpress a fuir",Negative,Customer Service,0,"Que des voleurs rembourse jamais Que des voleurs rembourse jamais
Colis souvent commander et jamais reçu par que la poste dit  livré, constaté et dépôt de plainte rien y fait , malhonnête Alibaba et Aliexpress a fuir"
110,site pourri ingérables …à fuir service…,1,2024-02-23 00:00:00+00:00,"site pourri ingérables …à fuir service clientèle du grand n'importe quoi  , ce n'est que du marketing",Negative,Customer Service,0,"site pourri ingérables …à fuir service… site pourri ingérables …à fuir service clientèle du grand n'importe quoi  , ce n'est que du marketing"
111,top produit,5,2023-09-29 00:00:00+00:00,top produit,Positive,Marketplace,1,top produit top produit
112,Défaut dans la qualité du produit du à…,1,2023-12-14 00:00:00+00:00,"Défaut dans la qualité du produit du à la livraison
Service après vente ayant l'art et la manière de vous embobiner et rien ne ce fait
Je déconseille fortement",Negative,Customer Service,0,"Défaut dans la qualité du produit du à… Défaut dans la qualité du produit du à la livraison
Service après vente ayant l'art et la manière de vous embobiner et rien ne ce fait
Je déconseille fortement"
113,Really professionnal company and…,5,2022-10-02 00:00:00+00:00,Really professionnal company and supplier,Negative,Uncategorized,1,Really professionnal company and… Really professionnal company and supplier
114,good,4,2023-04-25 00:00:00+00:00,Good experience with this company,Negative,Uncategorized,1,good Good experience with this company
115,très bon site pleine confiance merci.,4,2022-11-03 23:00:00+00:00,très bon site pleine confiance merci.,Negative,Marketplace,1,très bon site pleine confiance merci. très bon site pleine confiance merci.
116,très reactif,5,2023-02-14 20:00:00+00:00,"très reactif, je suis satisfait",Positive,Uncategorized,1,"très reactif très reactif, je suis satisfait"
117,just top ,5,2024-04-13 00:00:00+00:00,just top ! thanks ⭐️⭐️⭐️⭐️⭐️,Neutral,Uncategorized,1,just top  just top ! thanks ⭐️⭐️⭐️⭐️⭐️
118,c'était bien,4,2023-09-11 00:00:00+00:00,c'était bien,Neutral,Uncategorized,1,c'était bien c'était bien
119,Good experience,5,,It's a good experience. I am very pleased with the order and shipping time.,Negative,Uncategorized,1,Good experience It's a good experience. I am very pleased with the order and shipping time.
120,Produit de qualité,5,,"Produit de qualité, conforme à la description.
Je recommande.",Negative,Customer Service,1,"Produit de qualité Produit de qualité, conforme à la description.
Je recommande."
121,Site de confiance élevé,5,2024-02-01 00:00:00+00:00,Site de confiance élevé,Negative,Marketplace,1,Site de confiance élevé Site de confiance élevé
122,Marco : Achat d’une enceinte JBL,1,2023-11-20 00:00:00+00:00,"Je viens d’acheter une enceinte de marque JBL . Après réception , le colis était très abîmé, je me suis aperçu que c ´était une copie et de plus le son était très mauvais . Grosse déception . Il ne faut jamais acheter ce style de produit cher eux .",Negative,Shipping,0,"Marco : Achat d’une enceinte JBL Je viens d’acheter une enceinte de marque JBL . Après réception , le colis était très abîmé, je me suis aperçu que c ´était une copie et de plus le son était très mauvais . Grosse déception . Il ne faut jamais acheter ce style de produit cher eux ."
123,Customer experience,5,,Very good experience and easy to use. Good search facility.,Negative,Uncategorized,1,Customer experience Very good experience and easy to use. Good search facility.
124,très bien,5,2023-01-05 10:00:00+00:00,"très bien, bonne experience",Positive,Uncategorized,1,"très bien très bien, bonne experience"
125,Je suis vraiment satisfait de Alibaba…,5,,Je suis vraiment satisfait de Alibaba le service est excellent,Positive,Customer Service,1,Je suis vraiment satisfait de Alibaba… Je suis vraiment satisfait de Alibaba le service est excellent
126,Facilité des opérations,5,2023-03-27 00:00:00+00:00,Facilité des opérations,Negative,Uncategorized,1,Facilité des opérations Facilité des opérations
127,de vrais charlatans,1,2023-02-10 23:00:00+00:00,"commande partiellement reçue.Impossible d'avoir le solde. Pas de SAV fiable. De vrais voleurs
A FUIR NE COMMANDEZ SURTOUT PAS SUR SE SITE",Negative,Customer Service,0,"de vrais charlatans commande partiellement reçue.Impossible d'avoir le solde. Pas de SAV fiable. De vrais voleurs
A FUIR NE COMMANDEZ SURTOUT PAS SUR SE SITE"
128,Some taxes importation to pay Not…,4,2022-09-10 00:00:00+00:00,Some taxes importation to pay Not anticiped.,Negative,Uncategorized,1,Some taxes importation to pay Not… Some taxes importation to pay Not anticiped.
129,Attention vous n'avez aucun recours par l'intermédiaire d'Alibaba.,1,2023-01-18 00:00:00+00:00,"J'ai acheté une pelleteuse (12 000€) chez un fabricant (Nicosail) par l'intermédiaire d'Alibaba. Lors de la réception de la pelleteuse, il manquait une fonction importante (rotation 2x50°), un godet cureur, et des axes. J'ai réclamé auprès du fabricant, il m'a dit que la rotation était une option, alors qu'elle figurait dans ses descriptions; que je n'avais jamais payé le godet cureur, alors qu'il figurait clairement sur la facture; que les axes étaient une option, alors qu'ils sont nécessaires au montage. J'ai émis une plainte par l'intermédiaire d'Alibaba. Ils n'ont jamais pris la peine de lire l'intégralité des échanges avec le fabriquant et se sont contentés d'envoyer des messages génériques. Mes preuves étaient pourtant évidentes. Ils ont statué en faveur du fabriquant. Je n'ai rien pu faire, même pas émettre une plainte. Alibaba est juste une plateforme de vente, vous n'avez malgré leur affirmation aucun recours.",Negative,Marketplace,0,"Attention vous n'avez aucun recours par l'intermédiaire d'Alibaba. J'ai acheté une pelleteuse (12 000€) chez un fabricant (Nicosail) par l'intermédiaire d'Alibaba. Lors de la réception de la pelleteuse, il manquait une fonction importante (rotation 2x50°), un godet cureur, et des axes. J'ai réclamé auprès du fabricant, il m'a dit que la rotation était une option, alors qu'elle figurait dans ses descriptions; que je n'avais jamais payé le godet cureur, alors qu'il figurait clairement sur la facture; que les axes étaient une option, alors qu'ils sont nécessaires au montage. J'ai émis une plainte par l'intermédiaire d'Alibaba. Ils n'ont jamais pris la peine de lire l'intégralité des échanges avec le fabriquant et se sont contentés d'envoyer des messages génériques. Mes preuves étaient pourtant évidentes. Ils ont statué en faveur du fabriquant. Je n'ai rien pu faire, même pas émettre une plainte. Alibaba est juste une plateforme de vente, vous n'avez malgré leur affirmation aucun recours."
130,Interlocuteur disponible et compétent.,5,2024-01-25 00:00:00+00:00,Interlocuteur disponible et compétent.,Negative,Uncategorized,1,Interlocuteur disponible et compétent. Interlocuteur disponible et compétent.
131,Simple and efficient transaction!,5,2023-08-05 00:00:00+00:00,Simple and efficient transaction!,Negative,Uncategorized,1,Simple and efficient transaction! Simple and efficient transaction!
132,Je me suis fais arnaqué de 410€0€,1,2022-11-04 00:00:00+00:00,"Je me suis fais arnaqué de 410€ . Il me dit que mon colis arrive en une semaine, arrive la veille de la livraison il me dit que la livraison est de 990€.

Arnaqueur 

Son numéro de tel +1 (760) 475-9833

Société Xiamen fingens mart
Jnd export company",Negative,Shipping,0,"Je me suis fais arnaqué de 410€0€ Je me suis fais arnaqué de 410€ . Il me dit que mon colis arrive en une semaine, arrive la veille de la livraison il me dit que la livraison est de 990€.

Arnaqueur 

Son numéro de tel +1 (760) 475-9833

Société Xiamen fingens mart
Jnd export company"
133,des voleurs,1,2023-08-29 00:00:00+00:00,"des voleurs : colis non livré, preuve vidéo à l'appui, mais ne fait rien, à fuir procès en cours",Negative,Shipping,0,"des voleurs des voleurs : colis non livré, preuve vidéo à l'appui, mais ne fait rien, à fuir procès en cours"
134,very nice,5,,very nice! great communication and products!,Negative,Uncategorized,1,very nice very nice! great communication and products!
135,LE SERVICE CLIENT EST TOP TOUJOUR LA…,4,,LE SERVICE CLIENT EST TOP TOUJOUR LA POURSATISFAIRE NOS BESSOIN,Neutral,Customer Service,1,LE SERVICE CLIENT EST TOP TOUJOUR LA… LE SERVICE CLIENT EST TOP TOUJOUR LA POURSATISFAIRE NOS BESSOIN
136,good products ans service,5,,good products ans service,Negative,Customer Service,1,good products ans service good products ans service
137,tres bien passez avec ce vendeur je…,5,,tres bien passez avec ce vendeur je recommande,Negative,Customer Service,1,tres bien passez avec ce vendeur je… tres bien passez avec ce vendeur je recommande
138,Alibaba expérience,5,,Good but could have a better shipping statut!,Negative,Uncategorized,1,Alibaba expérience Good but could have a better shipping statut!
139,A very good deal,5,2023-10-02 00:00:00+00:00,A very good deal,Neutral,Uncategorized,1,A very good deal A very good deal
140,Very good,5,2023-09-25 00:00:00+00:00,"Très bien, excellent",Positive,Uncategorized,1,"Very good Très bien, excellent"
141,entreprise très réactive,5,2023-07-01 00:00:00+00:00,entreprise très réactive,Negative,Uncategorized,1,entreprise très réactive entreprise très réactive
142,Very good,5,,Very good by Truelove,Neutral,Uncategorized,1,Very good Very good by Truelove
143,Des fraudeurs.ils mettre un prix en…,1,2023-04-10 00:00:00+00:00,Des fraudeurs.ils mettre un prix en canadien après quand ont fait la commande il veulent être payer en dollars usa.ils ne veulent pas vendre au Canada.blacklist,Negative,Customer Service,0,Des fraudeurs.ils mettre un prix en… Des fraudeurs.ils mettre un prix en canadien après quand ont fait la commande il veulent être payer en dollars usa.ils ne veulent pas vendre au Canada.blacklist
144,C'est un parcours du combattant sur alibaba,2,2022-11-02 00:00:00+00:00,"J'ai fais une commande sur Alibaba ( 156743166001023127 ) d'un montant de 67,50 € le 2 novembre 2022.
Sur le site vendeur on me demande à nouveau de la payer afin qu'elle soit envoyée. 
Après plusieurs jours de "" chat "" Avec le vendeur, on me réclame de régler la somme de 70USD.
Je refuse évidemment de payer à nouveau puisque j'ai déjà payé par PayPal sur Alipay, et je demande un remboursement.
J'ai, heureusement été remboursé. Mais que de perte de temps inutilement.
Habitué à aliexpress où tout se passe bien, commander sur Alibaba est un véritable calvaire.",Negative,Customer Service,0,"C'est un parcours du combattant sur alibaba J'ai fais une commande sur Alibaba ( 156743166001023127 ) d'un montant de 67,50 € le 2 novembre 2022.
Sur le site vendeur on me demande à nouveau de la payer afin qu'elle soit envoyée. 
Après plusieurs jours de "" chat "" Avec le vendeur, on me réclame de régler la somme de 70USD.
Je refuse évidemment de payer à nouveau puisque j'ai déjà payé par PayPal sur Alipay, et je demande un remboursement.
J'ai, heureusement été remboursé. Mais que de perte de temps inutilement.
Habitué à aliexpress où tout se passe bien, commander sur Alibaba est un véritable calvaire."
145,Franchement qui met 5 étoiles ?🤔,1,2023-02-28 00:00:00+00:00,"Franchement qui met 5 étoiles ?🤔
Les avis sont très négatifs, et vous mettez le plus 5 étoiles, je rêve 😡😡😡😡",Negative,Uncategorized,0,"Franchement qui met 5 étoiles ?🤔 Franchement qui met 5 étoiles ?🤔
Les avis sont très négatifs, et vous mettez le plus 5 étoiles, je rêve 😡😡😡😡"
146,all is ok..........,5,2023-04-02 00:00:00+00:00,all is ok..........,Neutral,Uncategorized,1,all is ok.......... all is ok..........
147,Service très efficace!,4,,Service très efficace!,Neutral,Customer Service,1,Service très efficace! Service très efficace!
148,N’achetez jamais chez eux vous ne…,1,2022-11-14 00:00:00+00:00,N’achetez jamais chez eux vous ne recevez jamais les colis et il se décharge de la responsabilité de leur transporteur cainiao,Negative,Shipping,0,N’achetez jamais chez eux vous ne… N’achetez jamais chez eux vous ne recevez jamais les colis et il se décharge de la responsabilité de leur transporteur cainiao
149,nice experience,5,2023-04-21 00:00:00+00:00,"nice experience, satisfied",Negative,Uncategorized,1,"nice experience nice experience, satisfied"
150,Efficace et facile à utiliser,4,,Efficace et facile à utiliser,Neutral,Uncategorized,1,Efficace et facile à utiliser Efficace et facile à utiliser
151,So free and easy,5,,So free and easy,Negative,Uncategorized,1,So free and easy So free and easy
152,Perfect expérience,5,2023-06-28 00:00:00+00:00,Perfect expérience,Negative,Uncategorized,1,Perfect expérience Perfect expérience
153,pas serieux,1,2022-10-26 00:00:00+00:00,"demande d'achat faite pour un roulement seul. 

Apres plusieurs propositions complètement à coté de la plaque, un des fournisseurs me propose la bonne référence. Il me donne le prix d'un roulement avec la livraison, je passe commande. 

Deux jours plus tard il m'annonce que je doit commander un minimum de 10 pièces. je demande le remboursement.

on ne me rembourse qu'une partie car des frais bancaires sont déduits. C'est pas serieux du tout. 
Sans parler des innombrables personnes qui ont acces a votre fiche sur le site et qui vous retrouvent sur whatsapp et facebook et vous importunent...

bref je n(y retournerai plus",Negative,Customer Service,0,"pas serieux demande d'achat faite pour un roulement seul. 

Apres plusieurs propositions complètement à coté de la plaque, un des fournisseurs me propose la bonne référence. Il me donne le prix d'un roulement avec la livraison, je passe commande. 

Deux jours plus tard il m'annonce que je doit commander un minimum de 10 pièces. je demande le remboursement.

on ne me rembourse qu'une partie car des frais bancaires sont déduits. C'est pas serieux du tout. 
Sans parler des innombrables personnes qui ont acces a votre fiche sur le site et qui vous retrouvent sur whatsapp et facebook et vous importunent...

bref je n(y retournerai plus"
154,En attente de remboursement depuis 6 mois,1,2022-07-05 00:00:00+00:00,"Le livreur Chronopost n'a pas été capable de trouver mon adresse, et le colis et repartis en Chine. Cela fait 6 mois que j'attends mon remboursement (180€). Je ne commanderai plus jamais sur ce site.
Edit 10/2022 : A force de les menacer de leur faire de la mauvaise pub sur les RS, remboursement effectué + bonus de 30€ en compensation.",Negative,Customer Service,0,"En attente de remboursement depuis 6 mois Le livreur Chronopost n'a pas été capable de trouver mon adresse, et le colis et repartis en Chine. Cela fait 6 mois que j'attends mon remboursement (180€). Je ne commanderai plus jamais sur ce site.
Edit 10/2022 : A force de les menacer de leur faire de la mauvaise pub sur les RS, remboursement effectué + bonus de 30€ en compensation."
155,PERFECT FOR TRANSACTION FOR ME,5,2023-02-17 22:00:00+00:00,perfect transaction !,Negative,Uncategorized,1,PERFECT FOR TRANSACTION FOR ME perfect transaction !
156,VERY SERIOUNSLY ATTENTION,4,2023-05-30 00:00:00+00:00,VERY SERIOUNSLY ATTENTION,Negative,Uncategorized,1,VERY SERIOUNSLY ATTENTION VERY SERIOUNSLY ATTENTION
157,A éviter,1,2022-08-18 00:00:00+00:00,"A éviter, ne respectent pas les règles, répondent en anglais alors qu'ils devraient le faire en français, vendent des produits dont la taille ne correspond vraiment pas (acheter un xxl qui va à un enfant de 12 ans ?!), promet un remboursement et ne le fait pas pour ensuite dire que le délai est dépassé. Bref, mieux vaut acheter sur des sites sérieux.",Negative,Customer Service,0,"A éviter A éviter, ne respectent pas les règles, répondent en anglais alors qu'ils devraient le faire en français, vendent des produits dont la taille ne correspond vraiment pas (acheter un xxl qui va à un enfant de 12 ans ?!), promet un remboursement et ne le fait pas pour ensuite dire que le délai est dépassé. Bref, mieux vaut acheter sur des sites sérieux."
158,good marketpalce,5,,good marketpalce,Neutral,Uncategorized,1,good marketpalce good marketpalce
159,ARNAQEXPRESS,1,2022-09-05 00:00:00+00:00,"ARNAQEXPRESS ! FAKEXPRESS ! FUYEZ CE SITE ! Achetez sur AMAZON vous n'aurez aucun problème et que des garanties. aliexpress n'a que des vendeurs voyous qu'il garde à croire que c'est pour faire du CASH et faire travailler notre argent ! Problèmes de remboursement, chaussures, habillement, électronique, téléphonie, ne correspondent JAMAIS aux descriptions des vendeurs,2 mois d'attente de livraison ""si"" le colis est envoyé & pour être remboursé. Clients escroqués, abusés, CONTACTEZ LA DGCCRF",Negative,Customer Service,0,"ARNAQEXPRESS ARNAQEXPRESS ! FAKEXPRESS ! FUYEZ CE SITE ! Achetez sur AMAZON vous n'aurez aucun problème et que des garanties. aliexpress n'a que des vendeurs voyous qu'il garde à croire que c'est pour faire du CASH et faire travailler notre argent ! Problèmes de remboursement, chaussures, habillement, électronique, téléphonie, ne correspondent JAMAIS aux descriptions des vendeurs,2 mois d'attente de livraison ""si"" le colis est envoyé & pour être remboursé. Clients escroqués, abusés, CONTACTEZ LA DGCCRF"
160,Manquant sur commande groupée 8153321928511073Commande groupée sur aliexpress,1,2022-08-19 00:00:00+00:00,"Commande groupée sur aliexpress
Resultat 2 articles manquants dans la livraison qui viennent du fournisseur JWDeporte
Celui-ci ne veut rien savoir et arrogant de surcroît 
Me prend pour un menteur
Quand vous contactez aliexpress c'est pareil 
Bref arnaque",Negative,Customer Service,0,"Manquant sur commande groupée 8153321928511073Commande groupée sur aliexpress Commande groupée sur aliexpress
Resultat 2 articles manquants dans la livraison qui viennent du fournisseur JWDeporte
Celui-ci ne veut rien savoir et arrogant de surcroît 
Me prend pour un menteur
Quand vous contactez aliexpress c'est pareil 
Bref arnaque"
161,bonjour a tous alors attention a la…,1,2022-06-16 00:00:00+00:00,bonjour a tous alors attention a la société suivante une grosse commande passer cher eux et la marchandise et arriver pas fini et avec de pièces manquante il refuse de prendre en compte tout cela. et de plus me fait passer pour un menteur . rejet la faute sur les douanes et sur mon agent de free  voila cette société   ne pas commander ' Minhou County Shangjie Xujia Sp,Negative,Customer Service,0,bonjour a tous alors attention a la… bonjour a tous alors attention a la société suivante une grosse commande passer cher eux et la marchandise et arriver pas fini et avec de pièces manquante il refuse de prendre en compte tout cela. et de plus me fait passer pour un menteur . rejet la faute sur les douanes et sur mon agent de free  voila cette société   ne pas commander ' Minhou County Shangjie Xujia Sp
162,Attention des escro,1,2021-11-26 00:00:00+00:00,"Attention des escro , j ai commander 20 boîtier j en e u pour 220€ plus j ai un le colis avec une taxe douanière de 30€ Pa de problème . j ai ouvert le carton c etai des télécommandes j ai demandé un remboursement 2 moi pour une réponse ,et il m’on répondu que c etai le nouvel an chinois e depuis il son Pa ouvert mes messages ,ne Pa acheter cher eux.",Negative,Customer Service,0,"Attention des escro Attention des escro , j ai commander 20 boîtier j en e u pour 220€ plus j ai un le colis avec une taxe douanière de 30€ Pa de problème . j ai ouvert le carton c etai des télécommandes j ai demandé un remboursement 2 moi pour une réponse ,et il m’on répondu que c etai le nouvel an chinois e depuis il son Pa ouvert mes messages ,ne Pa acheter cher eux."
163,Dans Alibaba je retiens voleur,1,2022-06-04 00:00:00+00:00,"Dans Alibaba je retiens voleur, pas Trésor. Si cela vous amuse de commander une chose en XL et de recevoir du M, allez y. Vous laisserez tomber le retour, tant il est aussi long et compliqué d'etre livré que d'obtenir gain de cause commerciallement. Il ne faut pas s'étonner du succès d'Amazon",Negative,Customer Service,0,"Dans Alibaba je retiens voleur Dans Alibaba je retiens voleur, pas Trésor. Si cela vous amuse de commander une chose en XL et de recevoir du M, allez y. Vous laisserez tomber le retour, tant il est aussi long et compliqué d'etre livré que d'obtenir gain de cause commerciallement. Il ne faut pas s'étonner du succès d'Amazon"
164,Attention aux frais de douanes,2,2022-04-13 00:00:00+00:00,"2 commandes passées ,1 livré sans frais de douanes et la basket au top l autre bizarrement des frais s élevant a 72,50 beaucoup trop cher et sans etre prévenu, désagréable surprise a la livraison que j ai refusé depuis impossible de me faire rembourser. Dommage je dirais a éviter ou bien demander si il y a des frais supplémentaires a l arrivé. Je ne recommande pas",Neutral,Customer Service,0,"Attention aux frais de douanes 2 commandes passées ,1 livré sans frais de douanes et la basket au top l autre bizarrement des frais s élevant a 72,50 beaucoup trop cher et sans etre prévenu, désagréable surprise a la livraison que j ai refusé depuis impossible de me faire rembourser. Dommage je dirais a éviter ou bien demander si il y a des frais supplémentaires a l arrivé. Je ne recommande pas"
165,Énormément d'arnaque nous souhaitons…,1,2022-06-27 00:00:00+00:00,Énormément d'arnaque nous souhaitons nous spécialiser sur un produit spécifique et dès que nous en voyons un message auc fournisseurs ils nous redemandent immédiatement de passer sur la messagerie WhatsApp = arnaque de plus vous commandez sur des sites asiatique et ce sont des gens du Maghreb qui vous répondent il faut faire des paiements aux États-Unis ou en Afrique vous êtes sûr de vous faire avoir à coup sûr une perte de 522 € que nous ne récupérerons pas beaucoup d'arnaqueurs sur Alibaba dommage,Negative,Customer Service,0,Énormément d'arnaque nous souhaitons… Énormément d'arnaque nous souhaitons nous spécialiser sur un produit spécifique et dès que nous en voyons un message auc fournisseurs ils nous redemandent immédiatement de passer sur la messagerie WhatsApp = arnaque de plus vous commandez sur des sites asiatique et ce sont des gens du Maghreb qui vous répondent il faut faire des paiements aux États-Unis ou en Afrique vous êtes sûr de vous faire avoir à coup sûr une perte de 522 € que nous ne récupérerons pas beaucoup d'arnaqueurs sur Alibaba dommage
166,J'ai payé Plus de 4000 € pour une…,1,2022-07-18 00:00:00+00:00,"J'ai payé Plus de 4000 € pour une machine que je n'ai tjr pas reçu, et ils me répondent absolument pas. Quellcun sait comment faire pour obliger ALIBABA soit de me rembourser, soit de m'adresser ma commande?",Negative,Customer Service,0,"J'ai payé Plus de 4000 € pour une… J'ai payé Plus de 4000 € pour une machine que je n'ai tjr pas reçu, et ils me répondent absolument pas. Quellcun sait comment faire pour obliger ALIBABA soit de me rembourser, soit de m'adresser ma commande?"
167,Arnaque Arnaque Arnaque attention à…,1,2022-07-05 00:00:00+00:00,Arnaque Arnaque Arnaque attention à cette Marketplace qui ne vérifie même pas ses fournisseurs et même quand on les dénonces sont toujours là faite attention à la SARL MOMO à Gennevilliers qui vend soit disant des boissons Fanta américain j’ai été contacté par plusieurs autres dont LEHNER AGRARD GMBH soit disant et la société WHITEON APS et pour finir le transporteur FKC FORWARDERS ne laissez pas non plus vos coordonnées téléphonique aux fournisseurs si on vous demande de passer par Wathsapp dites vous que c’est louche je me suis faites avoir on m’a volé plus de 3000€,Negative,Food,0,Arnaque Arnaque Arnaque attention à… Arnaque Arnaque Arnaque attention à cette Marketplace qui ne vérifie même pas ses fournisseurs et même quand on les dénonces sont toujours là faite attention à la SARL MOMO à Gennevilliers qui vend soit disant des boissons Fanta américain j’ai été contacté par plusieurs autres dont LEHNER AGRARD GMBH soit disant et la société WHITEON APS et pour finir le transporteur FKC FORWARDERS ne laissez pas non plus vos coordonnées téléphonique aux fournisseurs si on vous demande de passer par Wathsapp dites vous que c’est louche je me suis faites avoir on m’a volé plus de 3000€
168,J'ai acheté un amplificateur GSM sur…,1,2022-05-31 00:00:00+00:00,J'ai acheté un amplificateur GSM sur alibaba il s'est avéré que cet appareil était défectueux je l'ai donc réexpédié à mes frais mais là surprise après une attente d'un mois ils veulent bien me le changer à condition que je paye 15€ de frais d'envoi alors que ce matériel est sous garantie! voilà méfiez vous de ce site très mauvaise politique au niveau de leur politique commerciale !! donc site à éviter absolument Amazon ou C Discount sont nettement supérieurs !!,Negative,Shipping,0,J'ai acheté un amplificateur GSM sur… J'ai acheté un amplificateur GSM sur alibaba il s'est avéré que cet appareil était défectueux je l'ai donc réexpédié à mes frais mais là surprise après une attente d'un mois ils veulent bien me le changer à condition que je paye 15€ de frais d'envoi alors que ce matériel est sous garantie! voilà méfiez vous de ce site très mauvaise politique au niveau de leur politique commerciale !! donc site à éviter absolument Amazon ou C Discount sont nettement supérieurs !!
169,Nul voleurs,1,2023-05-20 00:00:00+00:00,Le transporteur TSM =voleur,Negative,Uncategorized,0,Nul voleurs Le transporteur TSM =voleur
170,Une véritable catastrophe,1,2022-06-28 00:00:00+00:00,"Une véritable catastrophe. Les vendeurs indiquent n'importe quel prix, les envois sont aléatoires et le pire est que la direction d'aliexpress s'en lave les mains en rejetant le problème sur le vendeur en disant aux clients de contacter et de traiter le problème avec le vendeur. Beaucoup de produits, notamment l'électronique, l'habillement... ne correspondent pas aux descriptions. Il y a la photo et la description de l'article et ce que vous recevrez. Les 2 n'ont aucun rapport. Aliexpress se fou de ses clients ! Résultat, pour ne pas avoir de problème, n'achetez pas sur Aliexpress.",Negative,Customer Service,0,"Une véritable catastrophe Une véritable catastrophe. Les vendeurs indiquent n'importe quel prix, les envois sont aléatoires et le pire est que la direction d'aliexpress s'en lave les mains en rejetant le problème sur le vendeur en disant aux clients de contacter et de traiter le problème avec le vendeur. Beaucoup de produits, notamment l'électronique, l'habillement... ne correspondent pas aux descriptions. Il y a la photo et la description de l'article et ce que vous recevrez. Les 2 n'ont aucun rapport. Aliexpress se fou de ses clients ! Résultat, pour ne pas avoir de problème, n'achetez pas sur Aliexpress."
171,Tout va bien jusqu'à ce que vous ayez…,1,2021-12-04 00:00:00+00:00,"Tout va bien jusqu'à ce que vous ayez un problème avec Spacewalker Store chez Alibaba. Après 3 mois d'échange, 1 lettre recommandée à Alibaba France qui du reste ne prend même pas la peine de répondre, malgré qu'Alibaba prétend échange ou remboursement dans ses conditions générales, impossible de se faire rembourser. Proposition la meilleure 50 %, sauf que 50 % d'un truc immettable c'est trop peu ou trop cher à l'achat. Inadmissible.",Negative,Customer Service,0,"Tout va bien jusqu'à ce que vous ayez… Tout va bien jusqu'à ce que vous ayez un problème avec Spacewalker Store chez Alibaba. Après 3 mois d'échange, 1 lettre recommandée à Alibaba France qui du reste ne prend même pas la peine de répondre, malgré qu'Alibaba prétend échange ou remboursement dans ses conditions générales, impossible de se faire rembourser. Proposition la meilleure 50 %, sauf que 50 % d'un truc immettable c'est trop peu ou trop cher à l'achat. Inadmissible."
172,1500 euros de commande à l'eau,1,2021-10-26 00:00:00+00:00,1500 euros de commande à l'eau. Pas de colis et le service client pas correct. En ce moment la Chine fait face à un grand problème logistique. Arrêtez les grosses commandes. Tous ceux qui n'ont pas reçu leur remboursement peuvent se joindre à moi pour une réclamation collective avec demande de dommages. J'ai aussi une entreprise et les délais impactent nos entreprises.,Negative,Customer Service,0,1500 euros de commande à l'eau 1500 euros de commande à l'eau. Pas de colis et le service client pas correct. En ce moment la Chine fait face à un grand problème logistique. Arrêtez les grosses commandes. Tous ceux qui n'ont pas reçu leur remboursement peuvent se joindre à moi pour une réclamation collective avec demande de dommages. J'ai aussi une entreprise et les délais impactent nos entreprises.
173,"Publicité mensongère, arnaque à usurpation",1,2022-01-26 00:00:00+00:00,J'ai fait un achat sur alibaba avec ce fournisseur shenzen hoffman infustrial  co et c'est une arnaque. Il usurpe le noms des grandes marques comme Huawei et iphone pour faire de la publicité mensongère . Les caractetistiques su.il fonne slnt en rezlite fausses.,Negative,Electronics,0,"Publicité mensongère, arnaque à usurpation J'ai fait un achat sur alibaba avec ce fournisseur shenzen hoffman infustrial  co et c'est une arnaque. Il usurpe le noms des grandes marques comme Huawei et iphone pour faire de la publicité mensongère . Les caractetistiques su.il fonne slnt en rezlite fausses."
