title,rating,date,body,sentiment,category,month_year,satisfied
Achat dragate,5,2024-06-20,Bon produit délai court et prix attractif,Positive,Shipping,2024-06,1
IPhone 14 ,5,2024-06-12,"Envoi rapide, soigné, article conforme, (parfait état) transaction sécurisé, bon suivi. Très satisfaite. ",Positive,Shipping,2024-06,1
Parfait,5,2024-06-20,"Parfait! envoi rapide et soigné 
Produit en excellent état conforme à la description ",Positive,Shipping,2024-06,1
Oui c’est satisfaisant,4,2024-06-12,Oui c’est satisfaisant,Positive,Uncategorized,2024-06,1
envoi rapide,5,2024-06-12,"envoi rapide, produit original,  cadeau",Positive,Shipping,2024-06,1
Bien et très bien,5,2024-06-12,Bien et très bien ,Positive,Uncategorized,2024-06,1
Fiabilité.,5,2024-06-12,J’ai eu ce que j’attendais.,Positive,Uncategorized,2024-06,1
Le produit que j’ai acheté…,4,2024-06-12,"Le produit que j’ai acheté correspondait parfaitement à sa description.
Cependant, j’ai eu des difficultés à suivre l’acheminement de mon colis. J’ai envoyé un mail ( j’ai bien eu un accusé réception) mais je n’ai jamais eu de réponse. ",Positive,Shipping,2024-06,1
Tarifs au top et livraison rapide,5,2024-06-12,Tarifs au top et livraison rapide ,Positive,Shipping,2024-06,1
RAS !!,5,2024-06-20,"RAS, merci pour tout !",Positive,Uncategorized,2024-06,1
je commande essentiellement des livres…,4,2024-06-12,"je commande essentiellement des livres et mise à part une erreur de ma part d'avoir commandé 2 fois le même livre, je n'ai pas pu le décommander ni me faire rembourser.",Positive,Customer Service,2024-06,1
Pas facile de trouver les livres que je…,4,2024-06-12,"Pas facile de trouver les livres que je cherche, mais une fois trouvé, je suis contente car les prix sont abordables, ce qui compte énormément. Ensuite, chaque livraison à son transport à payer séparément, ceci n’est pas convenable du tout. En plus, la livraison est longue, très très longue, très longue. ",Positive,Shipping,2024-06,1
Tres bon,5,2024-06-20,Tres bon appareil ,Positive,Uncategorized,2024-06,1
Excellent ,5,2024-06-10,Livraison en temps et en heure sac efficace,Positive,Shipping,2024-06,1
Tout fonctionne parfaitement bien…,5,2024-06-12,Tout fonctionne parfaitement bien depuis ma première commande. Je suis très satisfait.,Positive,Customer Service,2024-06,1
Rien à signaler,5,2024-06-10,Rien à signaler; toujours satisfaite,Positive,Uncategorized,2024-06,1
Prix.,5,2024-06-20,"Prix.
Site sécurisé par rakuten.
Livraison dans les délais.",Positive,Shipping,2024-06,1
Super ,5,2024-06-12,"Top 
Vendeur hyper réactif 
Envoi rapide et soigné 
Commande le mardi soir et reçu le jeudi matin !!! Je recommande +++++++",Positive,Customer Service,2024-06,1
Livraison rapide livreur sympathique.,5,2024-06-20,Livraison rapide livreur sympathique. ,Positive,Shipping,2024-06,1
Ok no souci conforme ,4,2024-06-10,Ok conforme pas de souci,Positive,Uncategorized,2024-06,1
Achat déroulé sans problème,5,2024-06-20,Achat déroulé sans problème. Bonne réactivité du site et du vendeur. La licence a été installée et fonctionne.,Positive,Customer Service,2024-06,1
Satisfaction,5,2024-06-12,"Satisfaction, tout simplement. 
Cordialement. 
Philippe Arcourt ",Positive,Customer Service,2024-06,1
Envoi rapide ,5,2024-06-12,"Envoi rapide 
´ Bien protegé’
,",Positive,Shipping,2024-06,1
Livraison rapide et avec soin,5,2024-06-02,Livraison rapide et avec soin,Positive,Shipping,2024-06,1
Entreprise sérieuse,5,2024-06-12,"Entreprise sérieuse, envoi rapide, tout a été parfait!!!",Positive,Shipping,2024-06,1
Parfait,4,2024-06-12,"Parfait, je recommande ",Positive,Customer Service,2024-06,1
Livraison rapide et produit conforme ,5,2024-06-12,Livraison rapide et produit conforme . Le meilleur prix sur le net,Positive,Shipping,2024-06,1
Très bonne expérience d'achat.,5,2024-06-20,"Très bonne expérience d'achat.
Seconde fois sur Rakuten France.
Je n'attends plus que mon portefeuille soit réellement disponible.",Positive,Uncategorized,2024-06,1
Rakuten m’a trouvé les vendeur…,5,2024-06-20,Rakuten m’a trouvé les vendeur nécessaire et rapidement,Positive,Uncategorized,2024-06,1
A fuir !!! ,1,2024-05-31,"Bonjour,
J'ai commandé sur le market place un téléphone que j'ai reçu, celui ne fonctionnait pas.
Le vendeur me demandait d'aller le faire récupérer alors qu'il est neuf.
Je revois le téléphone, le téléphone est bien indiqué livré or le vendeur dit ne pas l'avoir reçu.
Le temps que je reçoive le prévue de livraison avec une signature de la poste, rakuten clos le sujet indiquant qu'ils doivent clore faut de réponse.
Une fois que j'ai reçu la prévue Rakuten indique qu'il faut maintenant voir avec le vendeur qui ne répond a rien...
J'ai donc payé une téléphone qui ne fonctionnait pas et que je n'ai plus...
J'ai donc perdu presque 500€.
Je ne manquerai pas de contacter les associations de consommateurs.
J'estime que Rakuten est responsable des vendeurs qu'il introduit sur son site internet.",Neutral,Electronics,2024-05,0
Produit conforme a la description et…,5,2024-06-12,Produit conforme a la description et livraison rapide ,Positive,Shipping,2024-06,1
Rapide ,5,2024-06-20,"Rapide , clair , net et précis",Positive,Uncategorized,2024-06,1
État des livres conforme à l'annonce. Bien protégés pour la livraison. Envoi rapide ,5,2024-06-12,Livres conforme,Positive,Uncategorized,2024-06,1
Téléphone reçu rapidement et ds les…,5,2024-06-12,Téléphone reçu rapidement et ds les temps,Positive,Electronics,2024-06,1
Envoi rapide et soigné je recommande,5,2024-06-12,Envoi rapide et soigné je recommande ,Positive,Customer Service,2024-06,1
parfaitement satisfaite ,5,2024-06-12,"Ce genre d'évaluation devrait rester facultatif. Inutile et lassant quand on est satisfait
",Positive,Uncategorized,2024-06,1
ALBUM PHOTO BLANC BIEN EXPÉDIÉ ,5,2024-06-20,"ARTICLE LIVRÉ DANS DE BONNES CONDITIONS, DANS LES DÉLAIS ET EN PARFAIT ETAT.",Positive,Shipping,2024-06,1
Parfait,5,2024-06-17,"Bonjour,
Tout s'est très bien passé
",Positive,Uncategorized,2024-06,1
Pleinement satisfait(é),5,2024-06-20,"
Pleinement satisfait(é) 

",Positive,Uncategorized,2024-06,1
Marchandises bonnes,5,2024-06-20,"Marchandises bonnes, livraison bonne, super",Positive,Shipping,2024-06,1
Tout est impécable,5,2024-06-21,"Tout est impécable, excepté une vente ou un article vidéo avait des ratés multiples",Positive,Marketplace,2024-06,1
Parfait,5,2024-06-20,"RAS, tout s'est bien passé.",Positive,Uncategorized,2024-06,1
J’ai trouvé ce que je cherchais…,5,2024-06-12,"J’ai trouvé ce que je cherchais rapidement sur le site, j’ai été régulièrement informée du transit de mon livre et de sa livraison en point relais, c’était rapide et efficace ",Positive,Shipping,2024-06,1
Le processus s'est déroulé sans…,5,2024-06-18,"Le processus s'est déroulé sans encombres du début à la fin, temps et engagements respectés.",Positive,Uncategorized,2024-06,1
On arrive à trouver des articles a des…,5,2024-06-12,On arrive à trouver des articles a des prix correct et avec une garantie ,Positive,Marketplace,2024-06,1
Parfait rien à dire,5,2024-06-12,Parfait rien à dire,Positive,Uncategorized,2024-06,1
conforme à mes attentes et aux…,5,2024-06-12,conforme à mes attentes et aux descriptions lors de l’achat ,Positive,Uncategorized,2024-06,1
Sans souci,5,2024-06-19,Sans souci. Sérieux et sécurisé ,Positive,Uncategorized,2024-06,1
grand choix de livres d'occasion,4,2024-06-12, grand choix de livres d'occasion,Positive,Uncategorized,2024-06,1
impeccable ,5,2024-06-12,"Colis toujours reçu très vite et conforme, je suis satisfait !!!",Positive,Shipping,2024-06,1
Demande de rétractation ,1,2024-06-17,"Bonjour, 

Faudrait accélérer la prise en compte des demande de rétractations, et faire en sorte que l'on puisse non même client télécharger le bon de retour via notre espace client comme votre concurrent AMAZON.

Je trouve cela aberrant qu'il faille attendre une semaine pour que votre service clients ou autre prenne en compte une simple demande rétractation pour envoyer un bon de retour par mail.

j'ai fais la demande le 14/06/24 nous sommes le 21/06/24, je suis toujours dans l'attente..",Neutral,Customer Service,2024-06,0
super plateforme,5,2024-06-20,Je n'ai jamais été déçue par mes commandes passées chez Rakuten. Livraisons rapides et produits au top. La dernière a été une machine à coudre Brother qui répond à mes besoins et qui est arrivée plus vite que prévue. Je suis ravie.,Positive,Customer Service,2024-06,1
P….. d’assurance à deux balles ,3,2024-06-20,On a du mal ou carrément on ne peut pas se débarrasser des ventes forcées. C’est quoi le but ? Enerver ou aller voir ailleurs ?,Neutral,Marketplace,2024-06,0
Tout a été OK,5,2024-06-20,Tout a été OK; Seule la mise en service par téléphone du logiciel a été longue et fastidieuse.,Positive,Electronics,2024-06,1
Un site que je recommande !,5,2024-06-20,"Je commande depuis plusieurs années sur Rakuten, tant chez des particuliers que chez des professionnels, et je n'ai jamais eu de souci. Jusqu'à présent les articles étaient conformes à la description, les envois soignés et les délais de livraison raisonnables. ",Positive,Customer Service,2024-06,1
Au top je recommande 👌,5,2024-06-20,Au top je recommande 👌,Positive,Customer Service,2024-06,1
Rapide et efficace.,5,2024-06-20,Rapide et efficace.,Positive,Uncategorized,2024-06,1
Rapide et bien emballer.,4,2024-06-20,"Rapide et bien emballer.
Article en très bonne état.  Rien à dire",Positive,Marketplace,2024-06,1
Parfait,5,2024-06-10,Livraison et objet commande ok,Positive,Customer Service,2024-06,1
Super ,5,2024-06-20,Super . livraison comme prévue.,Positive,Shipping,2024-06,1
Rien à redire,5,2024-06-20,Rien à redire,Positive,Uncategorized,2024-06,1
Au top,5,2024-06-20,Véracité des informations et acheminement rapide,Positive,Shipping,2024-06,1
Très satisfaite,5,2024-06-20,Expédition rapide et soignée de l'article que j'avais commandé. Article correspondant bien à la description.,Positive,Shipping,2024-06,1
1ère commande au top,5,2024-06-20,"facilité pour passer la commande , livraison et délai impeccable .",Positive,Customer Service,2024-06,1
TRES BIEN JE RECOMMANDE,5,2024-06-20,TRES BIEN JE RECOMMANDE,Positive,Customer Service,2024-06,1
Excellent achat,5,2024-06-19,Un envoi rapide et un colis en parfait état ,Positive,Shipping,2024-06,1
sans soucis et rapide merci,5,2024-06-20,sans soucis et rapide merci,Positive,Uncategorized,2024-06,1
Commande facile et rapide.,5,2024-06-20,"Commande facile et rapide.
Livraison rapide. 
Je recommande.",Positive,Customer Service,2024-06,1
L'année dernière,1,2023-06-30,"L'année dernière, j'ai acheté un téléphone Samsung sur une annonce indiquant qu'il était neuf. À la réception, j'ai constaté que l'écran était moins réactif et que la caméra était floue. J'ai donc contacté le vendeur pour obtenir des explications. Curieusement, après mon message, le vendeur a modifié toutes ses annonces pour indiquer des produits reconditionnés.
Il m'a demandé de renvoyer le téléphone et, après plusieurs relances, j'ai enfin obtenu une étiquette prépayée pour le retour. Le téléphone a mis du temps à arriver, et bien que le vendeur ait reçu le téléphone, il ne l'a pas déclaré comme tel. J'ai contacté Rakuten qui m'a confirmé que le vendeur avait bien reçu le produit, et ils m'ont conseillé de demander un remboursement ou une solution au vendeur.
Depuis, le vendeur a disparu et a supprimé sa boutique du site. Pire encore, Rakuten ne m'offre aucune solution, alors que pour moi, ils sont également responsables.",Neutral,Electronics,2023-06,0
Livraison dans les délais,5,2024-06-20,"Livraison dans les délais, réactivité du service clients, prix intéressants ",Positive,Customer Service,2024-06,1
Référence pour l’achat d’occasion,5,2024-06-20,"Propositions d’objets d’occasion, site intuitif, suivi des colis assuré, paiement à la livraison. ",Positive,Shipping,2024-06,1
Vendeur professionnel !,5,2024-06-20, Vendeur professionnel !,Positive,Uncategorized,2024-06,1
Ras tout est nickel envoi et produit,5,2024-06-20,Ras tout est nickel envoi et produit ,Positive,Shipping,2024-06,1
J ai commandé un produit pour piscine d…,1,2024-06-20,J ai commandé un produit pour piscine d une marque et je reçois le produit d une autre marque. Je fais réclamation et il me réponde que ma réclamation  n est pas justifier! Service après vente médiocre je viens au final de me faire anarquer. Site mensongère les article que vous commandez son au final pas ce que vous recevez,Neutral,Customer Service,2024-06,0
Parfait bonne réception.,5,2024-06-20,Parfait bonne réception. ,Positive,Uncategorized,2024-06,1
Commande facile à passer,5,2024-06-20,Commande facile à passer,Positive,Customer Service,2024-06,1
Mon colis est arrivé dans un délai très…,5,2024-06-20,Mon colis est arrivé dans un délai très correct et produit en très bon état.,Positive,Shipping,2024-06,1
je recommande,5,2024-06-20,je recommande,Positive,Customer Service,2024-06,1
Rien à redire expédition rapide et sans…,5,2024-06-20,Rien à redire expédition rapide et sans aucun pépin ,Positive,Shipping,2024-06,1
la livraison est rapide le produit en…,5,2024-06-20,la livraison est rapide le produit en exelente etat nous verrons sur laduree en tout cas je suis entierement satisfaite.,Positive,Shipping,2024-06,1
Très bon suivi de la livraison et bonne…,5,2024-06-20,Très bon suivi de la livraison et bonne communication avec le vendeur. ,Positive,Shipping,2024-06,1
Produits très bien emballé et protégé,5,2024-06-20,Produits très bien emballé et protégé. Très bon état.Envoyé très rapidement. Livraison rapide. Très bien ,Positive,Shipping,2024-06,1
Produits achetés conforme à mes…,5,2024-06-20,"Produits achetés conforme à mes attentes 
Et rapidité d envoi 
Merci",Positive,Shipping,2024-06,1
J'espère que ça se poursuivra,5,2024-06-20,J'espère que ça se poursuivra,Positive,Uncategorized,2024-06,1
Efficace ,5,2024-06-20,"Rapide, fidèle à la description et bien emballé.",Positive,Uncategorized,2024-06,1
Livraison rapide ,5,2024-06-20,Livraison rapide et remboursement très rapide d'un élément abimé dans le transport,Positive,Customer Service,2024-06,1
Envoie rapide,5,2024-06-20,Envoie rapide. Je conseille ce vendeur ,Positive,Shipping,2024-06,1
Conforme à la commande,5,2024-06-20,Conforme à la commande,Positive,Customer Service,2024-06,1
Supet,5,2024-06-20,J'apprécie beaucoup le mode de fonctionnement de Rakuten. ,Positive,Uncategorized,2024-06,1
Le site en lui-même est très bien,4,2024-06-20,"Le site en lui-même est très bien, dès qu'on a le moindre souci on peut leur téléphoner, ils sont très à l'écoute, et parfois généreux on vous accordant une remise ou un geste commercial. J'ai eu des achats  qui se sont bien passés, et d'autres qui ont été moins bien, j'ai contacté le service rakuten, et ils m'ont toujours aider à trouver la bonne solution. Je n'ai rien à dire là-dessus",Positive,Electronics,2024-06,1
Bon service,5,2024-06-20,"Bon service, delais respectés.",Positive,Customer Service,2024-06,1
Satisfait de mon expérience,5,2024-06-20,Satisfait de mon expérience ,Positive,Uncategorized,2024-06,1
Très bonne expérience je rachètera sur…,5,2024-06-20,Très bonne expérience je rachètera sur votre site merci ,Positive,Marketplace,2024-06,1
Très satisfait,5,2024-06-20,Très satisfait ,Positive,Uncategorized,2024-06,1
soucis efficace,5,2024-06-20,Sans soucis efficace ,Positive,Uncategorized,2024-06,1
Facilité et rapidité ,5,2024-06-20,Facilité et rapidité ! Impeccable ,Positive,Uncategorized,2024-06,1
Parfait ,5,2024-06-20,"Parfait , rapidité ",Positive,Uncategorized,2024-06,1
Ce coup si pas de problème d’erreur…,5,2024-06-20,Ce coup si pas de problème d’erreur d’envoi !,Positive,Customer Service,2024-06,1
Bon deal site à recommander,5,2024-06-20,Bon deal site à recommander ,Positive,Customer Service,2024-06,1
Clair,5,2024-06-20,Clair - rapide et efficace,Positive,Uncategorized,2024-06,1
Rakuten,5,2024-06-19,Facile à commander et pas de souci sur la livraison ou son suivi,Positive,Customer Service,2024-06,1
Livraison rapide ,5,2024-06-10,"Livraison rapide 
Et colis correct ",Positive,Shipping,2024-06,1
Bonjour ,5,2024-06-19,"Bonjour , depuis que j’ ai commance a commander sur votre site je n’ ai eu que tres peu de mauvaises experiences , a mon souvenir 3 , donc oui dans un sens je suis tres satisfait",Positive,Customer Service,2024-06,1
Jamais déçu avec Rakuten,5,2024-06-10,"Jamais déçu avec Rakuten. Les meilleurs articles d’occasion a un prix juste. Service client efficace, suivi excellent.",Positive,Customer Service,2024-06,1
Achat conforme à la description,5,2024-06-19,"Achat conforme à la description, délais respectés, colis reçu en bon état",Positive,Shipping,2024-06,1
En temps et en heure merci pour le…,5,2024-06-19,En temps et en heure merci pour le respect de délais ,Positive,Shipping,2024-06,1
Service client médiocre,2,2024-06-20,Service client médiocre ,Neutral,Customer Service,2024-06,0
Le vendeur est un escroc,1,2024-06-11,"Bonjour,
Le vendeur est un escroc, il manque des produits , il fais la technique du mort 
Référence de la commande : 839735573/932187221

",Positive,Customer Service,2024-06,0
Tout était parfait,5,2024-06-10,Tout était parfait,Positive,Uncategorized,2024-06,1
Livraison et produit impeccable ,5,2024-06-19,"Livraison et produit impeccable .
Deuxième achat de portable sur Rakuten. Service au top.",Positive,Customer Service,2024-06,1
Jamais eu de soucis,5,2024-06-19,"Jamais eu de soucis, articles conformes et bons suivis de commande ",Positive,Customer Service,2024-06,1
Mon commentaire a été censuré car je…,1,2024-06-20,"Mon commentaire a été censuré car je tentais de prévenir les futurs acheteurs des risques à acheter des téléphones destinés au marché américain.
Je trouve cela inadmissible de la part d'un site marchand.",Neutral,Electronics,2024-06,0
J'ai acheté un produit chez Rakuten ,1,2024-06-20,"J'ai acheté un produit chez un fournisseur via le portail de rakuten. Celui-ci est tombé en panne pendant la période de garantie, et le vendeur ne répond plus à mes messages, le sollicitant pour la prise en charge le défaut du produit en question. Après plusieurs tentatives de résolution du problème auprès du fournisseur, j'en ai avisé rakuten, qui me dit simplement qu'il ne peut Inter céder en ma faveur auprès du fournisseur et il me renvoie à mon service juridique. Lorsque je souhaite mettre un avis relatif à ce fournisseur concernant la qualité de son SAV rakuten ne publie pas mon avis prétextant qu'il n'est pas conforme à ses règles de publication. Comment manifester mon mécontentement si rakuten bloque également les avis des consommateurs concernant un prestataire?",Neutral,Customer Service,2024-06,0
Super ,5,2024-06-19,Super ! personnel professionnel 5 étoiles ☺️,Positive,Uncategorized,2024-06,1
Très bonne transaction mais il manque…,3,2024-06-19,Très bonne transaction mais il manque de clairvoyance sur les délais de livraison ,Positive,Shipping,2024-06,0
achat de livres d'occasion,5,2024-06-18,"J'ai acheté 2 ouvrages à des prix très intéressants pour des livres ""état neuf"" réellement.le site est agréable et la procédure d'achat est facile à effectuer. les délais de livraison ont été respectés. j'ai reçu un message d'un des expéditeurs pour une précision, c'est agréable. tout est OK.",Positive,Shipping,2024-06,1
Je commande via Rakuten depuis…,5,2024-06-19,Je commande via Rakuten depuis plusieurs années et je n'ai jamais eu aucun problème ,Positive,Customer Service,2024-06,1
Plusieurs achat effectuer et tout est…,5,2024-06-19,Plusieurs achat effectuer et tout est parfait !,Positive,Uncategorized,2024-06,1
Commentaire très positif pour le site…,5,2024-06-18,"Commentaire très positif pour le site de vente de Rakuten car, passionné de livres anciens et de thèmes particuliers, je trouve chez vous un large choix d'ouvrages de qualité et je n'ai jamais eu de problèmes avec aucun des vendeurs référencés chez vous.",Positive,Customer Service,2024-06,1
logiciel de grande qualité,4,2024-06-18,on trouve beaucoup de logiciels de grande qualité a pas cher.,Positive,Uncategorized,2024-06,1
Mauvaise,1,2024-06-10,"Service client inutile. Absence totale d'attention aux clients. Leur site indique bien que la commande n'a pas été déposée mais on me facture quand même. Impossible de faire réclamation car on considère que la transaction est ""reputée parfaite"". ",Negative,Customer Service,2024-06,0
Site facile d'accès et choix des…,5,2024-06-18,Site facile d'accès et choix des vendeurs et prix nombreux. ,Positive,Marketplace,2024-06,1
Parfait tout c’est déroulé sans problème,5,2024-06-19,Parfait tout c’est déroulé sans problème ,Positive,Customer Service,2024-06,1
Envois rapides conforme aux annonces et…,5,2024-06-06,Envois rapides conforme aux annonces et bien emballés ,Positive,Shipping,2024-06,1
Nul horrible g acheté un iPhone sur…,1,2024-06-18,Nul horrible g acheté un iPhone sur leur site iPhone et fort abîmé je demande un remboursement la personne deseagrable au téléphone me dit qu’il faut attendre 3 jours que le Vendeur reponde pour un arrangement je ne veut pas arrangement juste être rembourser ah fuir ne sur tous pas acheter sur ce site cdiscount Amazon sont de bien meilleure site plus professionnel que euh ,Negative,Electronics,2024-06,0
C’est génial ,4,2024-06-10,C’est génial rapide tout parfait ,Positive,Uncategorized,2024-06,1
Licence informatique,5,2024-06-19,Site très intéressant pour les licences informatiques ,Positive,Marketplace,2024-06,1
Très rapide et efficace,5,2024-06-19,Très rapide et efficace. Enregistrement chez microsoft très efficace. Merci. A recommander!,Positive,Customer Service,2024-06,1
le site internet c'est trop complique ,3,2024-06-19,"le site internet c'est trop complique , le page pour les membres cest trop , trop chargee",Neutral,Marketplace,2024-06,0
les livres ont bien été livrés,5,2024-06-10,les livres ont bien été livrés. Merci,Positive,Shipping,2024-06,1
Envoi rapide et soigne.livre en parfait…,5,2024-06-10,Envoi rapide et soigne.livre en parfait état. Vendeur recommandé ,Positive,Shipping,2024-06,1
je suis très content de mon achat,5,2024-06-19,je suis très content de mon achat,Positive,Uncategorized,2024-06,1
Prix compétitifs et livraison correcte,5,2024-06-19,Prix compétitifs et livraison correcte ,Positive,Shipping,2024-06,1
Personne très gentille et professionnelle ,5,2024-06-19,Personne très gentille. Super emballage et envoie rapide. Rien à redire.,Positive,Shipping,2024-06,1
Site bien fourni et pratique a utiliser…,4,2024-06-10,"Site bien fourni et pratique a utiliser pour des achats de livres d'occasion; on voit sur la même page toutes les propositions pour un titre donné.
Un regret (= une étoile) on ne eux pas rechercher par critères chez un vendeur pour y cumuler ses achats.",Positive,Marketplace,2024-06,1
Très satisfaite et…,5,2024-06-10,Diversité et qualité des produits et rapidité d'envoi.,Positive,Shipping,2024-06,1
Rakuten l’a livré un article APPLE de…,1,2024-06-19,Rakuten l’a livré un article APPLE de contrefaçon ,Neutral,Shipping,2024-06,0
Aucun problème ,5,2024-06-10,"Aucun problème jusqu'à présent. 
Bonne expérience en général ",Positive,Customer Service,2024-06,1
tres satisfaite,5,2024-06-19,tres satisfaite,Positive,Uncategorized,2024-06,1
Application pratique,5,2024-06-18,"Application pratique, beaucoup de choix",Positive,Uncategorized,2024-06,1
Sérieux des fournisseurs de livres,5,2024-06-10,Sérieux des fournisseurs de livres,Positive,Uncategorized,2024-06,1
Ouvrage correspondant à la qualité mise…,4,2024-06-10,"Ouvrage correspondant à la qualité mise en avant.

Temps de livraison assez long ...
",Positive,Shipping,2024-06,1
Il n’existe pas de moyen simple de…,3,2024-06-19,"Il n’existe pas de moyen simple de contacter directement le vendeur.
Comme le mien n’a pas envoyé l’objet que j’ai acheté il y a deux semaines, malgré ma réclamation, rien n’avance à ce jour.
Cordialement ",Neutral,Customer Service,2024-06,0
Culture,5,2024-06-19,"Cette expérience utile sur les échanges commerciaux, la sécurité et la loyauté commerciale. 
Régulation des tarifs au niveau des vendeurs 
Limte qd même sur les frais dans l ensemble...mais très fort potentiel sur le service achat vente",Positive,Customer Service,2024-06,1
"Bonjour, avis favorable.",5,2024-06-10,"Bonjour,
Deuxième commande sur Rakuten et pas de problème rencontré pour le moment.
Téléphone reçu en parfait état et bien emballé.
Celui-ci fonctionne très bien pour l'instant.
Rien à dire de plus.
Merci.",Positive,Electronics,2024-06,1
Large choix de produits et bon rapport…,5,2024-06-17,Large choix de produits et bon rapport qualité/prix,Positive,Marketplace,2024-06,1
Rapidement ,5,2024-06-19,Un livre ancien super,Positive,Uncategorized,2024-06,1
Excellente transaction,5,2024-06-19,"Transaction impeccable et parfaitement raisonnable en temps. 
À recommander.",Positive,Customer Service,2024-06,1
Satisfaite ,5,2024-06-10,"Produits conformes 
",Positive,Marketplace,2024-06,1
Description objet OK,5,2024-06-19,"Description objet OK, livraison en 8j, super rapide venant de Chine.
Même produit que sur d'autres site pour 2x moins cher.
a recommander ",Positive,Customer Service,2024-06,1
Bon achat,5,2024-06-19,"Bon achat
Prix compétitif",Positive,Uncategorized,2024-06,1
Achat d’un I pad,5,2024-06-19,"J’ai commandé une tablette neuve à un très bon prix, je l’ai reçue très rapidement et je suis très satisfaite de cet achat!😁
Expérience très satisfaisante ! Merci Rakuten.",Positive,Electronics,2024-06,1
J ai déjà répondu dès reception du livre,5,2024-06-19,J ai déjà répondu dès reception du livre ,Positive,Uncategorized,2024-06,1
RAS - parfait,5,2024-06-19,RAS - très bien,Positive,Uncategorized,2024-06,1
Toujours trés satisfait du service et du sérieux et fiable,5,2024-06-10,Toujours trés satisfait du service,Positive,Customer Service,2024-06,1
Un vendeur sans réponses :comment obtenir ce qui est dû après une vente.,1,2024-06-08,"Bonjour, 
C'est  en tant  que  vendeur  que je prends  la parole.  Pour recevoir l'argent de nos ventes,il faut un justificatif -soit photocopie  ou scan de sa carte  d'identité  ou  de  son  passeport. Après de multiples essais ,variant les photocopies ou les scans, tous ont été refusés sans explications .C'est dommage pour moi.
J'ai contacté Rakuten par mail: même  réponse  que les précédentes .Je n'ai donc pas  de solutions.
Mon avis marque mon mécontentement en tant que vendeur.
En tant qu'acheteur,pour le moment pas de soucis!",Neutral,Customer Service,2024-06,0
Description de l'article et de son état…,5,2024-06-19,Description de l'article et de son état parfaite. Livraison rapide,Positive,Shipping,2024-06,1
Livraison rapide,5,2024-06-19,"Livraison rapide, livres en excellent état, prix très raisonnables. Merci",Positive,Shipping,2024-06,1
Diversité dans le choix et délai rapide ,5,2024-06-19,Diversité dans ke choix ,Positive,Uncategorized,2024-06,1
En général ça peut aller,3,2024-06-19,"En général ça peut aller
Mais pas satisfait de la garantie acheteur 
Je en Vois pas l utilité !",Neutral,Uncategorized,2024-06,0
j ai commandé un produit que j ai payé…,1,2024-06-12,"
j ai commandé un produit que j ai payé et verifié de sa descrition 
cependant on m envoie l'accessoire du materiel ,sa sacoche.
qui meme gratuite ne m'intéresse pas.
mefiez vous mefiez vous lors du payment du produit .
ATTENTION POUR NE PA AVOIR DE SURPRISE ET LE RETOUR EST VOTRE CHARGE.(remboursement 1 année ou plus de trace disparu )
coclusion : prix produit + frais envoie+frais de retour =total prix de revient et doute dans le remboursement 1 année et peut etre jamais .
conseils à RUKUTEN : sélectionnez vos vendeurs fornisseurs pour ne pas perdre vos abonnés vos clients.Cest pas difficile de verifier leur bonnes intentions .
------------------------------

",Neutral,Customer Service,2024-06,0
"Navigation aisée, prix intéressants ",5,2024-06-19,"J'ai trouvé très facilement et rapidement le livre que je cherchais, et à un prix très compétitif. Ce n'est pas la première fois que je commande sur Rakuten et je n'ai jamais été déçue. J'y reviendrai. ",Positive,Customer Service,2024-06,1
Livraison rapide et produit conforme.,5,2024-06-10,Livraison rapide et produit conforme. ,Positive,Shipping,2024-06,1
Livraison rapide et bien emballer,4,2024-06-19,Livraison rapide et bien emballer ,Positive,Shipping,2024-06,1
Achat sans problème,5,2024-06-19,"Achat sans problème, sécurisé (on ne paye qu'à la livraison), beaucoup de choix, prix très intéressants, bon suivi de la commande et livré rapidement.",Positive,Customer Service,2024-06,1
"apres des années sans soucis, un accroc",3,2024-06-19,"un achat chez recyclivre s'est très mal passé problème d'information transmise à Mondial Relay et il a fallu que je me débrouille tout seul (malgré échange téléphonique avec vos services et mail avec le vendeur)
Si j'avais pu joindre par téléphone le vendeur j'aurais économisé beaucoup de mon temps.",Neutral,Electronics,2024-06,0
Entièrement satisfait de ma commande et je recommande 👍,5,2024-06-19,Entièrement satisfait de ma commande . J ai reçu mon disque de Kylie Minogue en parfait état . ,Positive,Customer Service,2024-06,1
Produit conforme et livraison rapide,5,2024-06-19,Produit conforme et livraison rapide ,Positive,Shipping,2024-06,1
Encore une fois 😊,5,2024-06-19,"Encore une fois, j’ai trouvé facilement le produit qui m’ont convenait à un prix très raisonnable",Positive,Marketplace,2024-06,1
transaction parfaite,5,2024-06-19,transaction parfaite,Positive,Uncategorized,2024-06,1
Transaction efficace.,5,2024-06-19,Très bonne opportunité pour des transactions efficaces.,Positive,Uncategorized,2024-06,1
Tbien,5,2024-06-19,TB - RAS TOIT S’EDT BIEN PASSÉ ,Positive,Uncategorized,2024-06,1
Très bonne expérience,5,2024-06-19,Très bonne expérience. J’ai apprécié le message reçu de l’envoyeur dès que le coli a été envoyé ,Positive,Uncategorized,2024-06,1
